Supplier name,Supplier stock ,Supplier cost per item (in $),Supplier order quantity,Supplier shipping cost (in $),Supplier shipping time,Supplier transport mode,Supplier routes ,Supplier destinations,Product ID
supplier 5,985,30.8,153,299.01,5,road,Route 6,Manufacturer 2,65046faefc13ae024dfd5773
supplier 4,538,26.5,119,239.67,15,air,Route 4,Manufacturer 3,65046faefc13ae024dfd5774
supplier 3,675,32.69,167,66.04,20,air,Route 5,Manufacturer 1,65046faefc13ae024dfd5775
supplier 3,612,13.96,153,61.41,7,sea,Route 4,Manufacturer 3,65046faefc13ae024dfd5776
supplier 1,754,15.16,44,168.95,9,road,Route 6,Manufacturer 1,65046faefc13ae024dfd5777
supplier 3,271,27.69,112,253.52,11,sea,Route 6,Manufacturer 3,65046faefc13ae024dfd5778
supplier 4,87,6.74,15,73.57,9,rail,Route 2,Manufacturer 2,65046faefc13ae024dfd5779
supplier 4,222,6.07,113,169.56,4,rail,Route 1,Manufacturer 3,65046faefc13ae024dfd577a
supplier 3,149,11.45,174,108.23,29,rail,Route 6,Manufacturer 3,65046faefc13ae024dfd577b
supplier 5,401,10.71,160,249.82,17,air,Route 5,Manufacturer 1,65046faefc13ae024dfd577c
supplier 4,0,30.89,119,125.81,2,air,Route 1,Manufacturer 3,65046faefc13ae024dfd577d
supplier 4,441,27.78,63,102.4,30,road,Route 1,Manufacturer 2,65046faefc13ae024dfd577e
supplier 6,341,28.17,192,83.82,14,air,Route 4,Manufacturer 3,65046faefc13ae024dfd577f
supplier 5,691,19.82,75,81.77,14,air,Route 6,Manufacturer 1,65046faefc13ae024dfd5780
supplier 4,229,22.84,116,234.53,5,sea,Route 5,Manufacturer 1,65046faefc13ae024dfd5781
supplier 5,63,15.5,78,99.17,23,sea,Route 2,Manufacturer 1,65046faefc13ae024dfd5782
supplier 5,302,18.19,105,280.55,22,rail,Route 6,Manufacturer 3,65046faefc13ae024dfd5783
supplier 2,243,34.41,13,92.04,25,air,Route 6,Manufacturer 2,65046faefc13ae024dfd5784
supplier 3,771,21.15,69,104.03,20,sea,Route 2,Manufacturer 3,65046faefc13ae024dfd5785
supplier 5,310,25.29,2,171.84,9,rail,Route 2,Manufacturer 1,65046faefc13ae024dfd5786
supplier 3,679,7.44,55,254.2,3,rail,Route 3,Manufacturer 3,65046faefc13ae024dfd5787
supplier 6,232,16.89,70,189.9,21,road,Route 3,Manufacturer 3,65046faefc13ae024dfd5788
supplier 4,596,20.16,189,201.7,14,sea,Route 2,Manufacturer 1,65046faefc13ae024dfd5789
supplier 6,571,11.61,141,57.49,3,sea,Route 6,Manufacturer 3,65046faefc13ae024dfd578a
supplier 2,456,8.85,14,70.17,26,air,Route 4,Manufacturer 2,65046faefc13ae024dfd578b
supplier 1,426,5.67,182,182.25,23,air,Route 5,Manufacturer 1,65046faefc13ae024dfd578c
supplier 4,941,28.7,177,268.61,23,rail,Route 2,Manufacturer 3,65046faefc13ae024dfd578d
supplier 4,253,32.85,117,84.07,19,sea,Route 5,Manufacturer 3,65046faefc13ae024dfd578e
supplier 5,266,26.73,89,168.94,29,air,Route 1,Manufacturer 1,65046faefc13ae024dfd578f
supplier 4,209,27.62,87,186.13,14,sea,Route 6,Manufacturer 2,65046faefc13ae024dfd5790
supplier 5,658,31.83,141,157.49,21,road,Route 4,Manufacturer 1,65046faefc13ae024dfd5791
supplier 1,43,14.46,99,142.25,3,sea,Route 2,Manufacturer 2,65046faefc13ae024dfd5792
supplier 3,245,25.47,184,164.35,30,road,Route 1,Manufacturer 1,65046faefc13ae024dfd5793
supplier 1,290,29.94,68,216.53,20,air,Route 1,Manufacturer 2,65046faefc13ae024dfd5794
supplier 5,136,29.66,113,132.59,29,sea,Route 4,Manufacturer 3,65046faefc13ae024dfd5795
supplier 1,819,9.24,193,298.28,26,road,Route 5,Manufacturer 1,65046faefc13ae024dfd5796
supplier 3,402,21.62,54,292.11,18,rail,Route 3,Manufacturer 1,65046faefc13ae024dfd5797
supplier 5,235,32.72,57,196.99,18,road,Route 3,Manufacturer 2,65046faefc13ae024dfd5798
supplier 6,193,6.01,142,240.07,22,road,Route 5,Manufacturer 2,65046faefc13ae024dfd5799
supplier 6,331,16.1,30,230.17,7,air,Route 6,Manufacturer 2,65046faefc13ae024dfd579a
supplier 3,648,11.33,145,188.17,28,air,Route 2,Manufacturer 3,65046faefc13ae024dfd579b
supplier 1,227,9.13,75,104.96,14,sea,Route 5,Manufacturer 2,65046faefc13ae024dfd579c
supplier 3,768,11.7,197,248.4,17,road,Route 3,Manufacturer 1,65046faefc13ae024dfd579d
supplier 3,126,19.39,120,97.17,11,road,Route 3,Manufacturer 3,65046faefc13ae024dfd579e
supplier 3,987,26.44,76,65.43,16,road,Route 1,Manufacturer 3,65046faefc13ae024dfd579f
supplier 1,107,19.92,26,137.1,25,sea,Route 3,Manufacturer 1,65046faefc13ae024dfd57a0
supplier 5,962,18.78,138,239.12,20,air,Route 4,Manufacturer 3,65046faefc13ae024dfd57a1
supplier 5,741,10.25,139,263.25,25,road,Route 5,Manufacturer 3,65046faefc13ae024dfd57a2
supplier 3,943,31.01,190,124.55,14,sea,Route 3,Manufacturer 3,65046faefc13ae024dfd57a3
supplier 6,824,12.34,184,140.3,15,rail,Route 3,Manufacturer 2,65046faefc13ae024dfd57a4
supplier 6,474,26.14,172,178.58,28,road,Route 5,Manufacturer 2,65046faefc13ae024dfd57a5
supplier 1,276,12.38,157,282.05,2,air,Route 6,Manufacturer 1,65046faefc13ae024dfd57a6
supplier 6,691,10.39,186,159.13,15,sea,Route 1,Manufacturer 3,65046faefc13ae024dfd57a7
supplier 1,439,15.38,54,50.15,19,sea,Route 1,Manufacturer 3,65046faefc13ae024dfd57a8
supplier 1,366,23.19,169,163.04,21,road,Route 5,Manufacturer 3,65046faefc13ae024dfd57a9
supplier 5,922,9.43,34,237.17,22,rail,Route 4,Manufacturer 2,65046faefc13ae024dfd57aa
supplier 5,578,15.79,19,64.72,17,sea,Route 5,Manufacturer 1,65046faefc13ae024dfd57ab
supplier 5,26,5.79,74,267.28,12,air,Route 5,Manufacturer 2,65046faefc13ae024dfd57ac
supplier 2,597,32.0,53,255.91,25,road,Route 2,Manufacturer 3,65046faefc13ae024dfd57ad
supplier 2,221,27.06,173,115.14,13,rail,Route 1,Manufacturer 2,65046faefc13ae024dfd57ae
supplier 4,100,30.32,130,295.19,28,road,Route 3,Manufacturer 1,65046faefc13ae024dfd57af
supplier 6,968,7.79,193,263.81,18,air,Route 3,Manufacturer 2,65046faefc13ae024dfd57b0
supplier 1,874,28.15,170,121.13,7,road,Route 2,Manufacturer 2,65046faefc13ae024dfd57b1
supplier 2,719,15.24,196,274.64,4,rail,Route 3,Manufacturer 2,65046faefc13ae024dfd57b2
supplier 1,203,29.24,125,218.73,11,road,Route 2,Manufacturer 2,65046faefc13ae024dfd57b3
supplier 4,640,5.95,130,293.22,1,air,Route 6,Manufacturer 2,65046faefc13ae024dfd57b4
supplier 3,119,33.85,10,101.99,23,sea,Route 3,Manufacturer 3,65046faefc13ae024dfd57b5
supplier 4,866,25.81,66,277.56,14,air,Route 4,Manufacturer 1,65046faefc13ae024dfd57b6
supplier 1,157,5.4,106,79.4,1,sea,Route 4,Manufacturer 2,65046faefc13ae024dfd57b7
supplier 3,771,23.98,1,125.65,11,sea,Route 5,Manufacturer 3,65046faefc13ae024dfd57b8
supplier 4,828,10.18,16,288.71,15,rail,Route 3,Manufacturer 2,65046faefc13ae024dfd57b9
supplier 6,459,14.33,38,195.49,6,sea,Route 1,Manufacturer 1,65046faefc13ae024dfd57ba
supplier 3,783,13.7,126,183.3,21,road,Route 2,Manufacturer 3,65046faefc13ae024dfd57bb
supplier 1,572,33.18,23,55.74,7,air,Route 1,Manufacturer 1,65046faefc13ae024dfd57bc
supplier 4,515,21.46,47,84.14,26,rail,Route 5,Manufacturer 2,65046faefc13ae024dfd57bd
supplier 2,736,17.18,116,190.15,21,road,Route 1,Manufacturer 3,65046faefc13ae024dfd57be
supplier 6,936,13.63,102,146.49,14,rail,Route 1,Manufacturer 2,65046faefc13ae024dfd57bf
supplier 3,288,34.24,18,154.95,18,rail,Route 5,Manufacturer 2,65046faefc13ae024dfd57c0
supplier 2,525,14.2,186,91.6,18,air,Route 5,Manufacturer 2,65046faefc13ae024dfd57c1
supplier 1,545,22.24,6,201.83,4,air,Route 5,Manufacturer 1,65046faefc13ae024dfd57c2
supplier 3,78,23.57,46,197.88,17,rail,Route 3,Manufacturer 2,65046faefc13ae024dfd57c3
supplier 2,525,14.06,93,149.59,24,road,Route 3,Manufacturer 2,65046faefc13ae024dfd57c4
supplier 4,804,33.47,67,231.12,19,road,Route 5,Manufacturer 1,65046faefc13ae024dfd57c5
supplier 2,765,21.21,104,170.63,1,sea,Route 1,Manufacturer 1,65046faefc13ae024dfd57c6
supplier 5,87,14.52,19,197.1,8,air,Route 3,Manufacturer 3,65046faefc13ae024dfd57c7
supplier 2,383,11.72,187,221.89,6,road,Route 4,Manufacturer 1,65046faefc13ae024dfd57c8
supplier 6,620,31.94,115,283.24,8,rail,Route 4,Manufacturer 3,65046faefc13ae024dfd57c9
supplier 5,315,18.55,144,59.0,29,air,Route 6,Manufacturer 3,65046faefc13ae024dfd57ca
supplier 5,967,28.07,162,233.54,14,rail,Route 6,Manufacturer 2,65046faefc13ae024dfd57cb
supplier 5,332,22.32,15,86.42,22,rail,Route 3,Manufacturer 3,65046faefc13ae024dfd57cc
supplier 2,779,26.07,138,110.1,25,rail,Route 6,Manufacturer 1,65046faefc13ae024dfd57cd
supplier 2,665,34.11,158,179.65,11,sea,Route 4,Manufacturer 1,65046faefc13ae024dfd57ce
supplier 2,539,29.36,138,110.5,19,air,Route 1,Manufacturer 1,65046faefc13ae024dfd57cf
supplier 6,106,17.76,6,92.56,6,rail,Route 1,Manufacturer 3,65046faefc13ae024dfd57d0
supplier 3,317,21.38,154,240.76,6,air,Route 6,Manufacturer 1,65046faefc13ae024dfd57d1
supplier 6,228,29.58,120,125.06,10,rail,Route 3,Manufacturer 2,65046faefc13ae024dfd57d2
supplier 4,203,21.65,44,207.04,17,sea,Route 1,Manufacturer 2,65046faefc13ae024dfd57d3
supplier 2,562,11.0,65,221.3,28,sea,Route 5,Manufacturer 1,65046faefc13ae024dfd57d4
supplier 4,376,28.5,174,199.94,24,sea,Route 1,Manufacturer 1,65046faefc13ae024dfd57d5
supplier 2,162,28.63,36,152.45,3,sea,Route 2,Manufacturer 2,65046faefc13ae024dfd57d6
supplier 2,298,25.64,40,231.13,4,rail,Route 2,Manufacturer 1,65046faefc13ae024dfd57d7
supplier 1,861,5.26,26,188.33,13,sea,Route 4,Manufacturer 1,65046faefc13ae024dfd57d8
supplier 1,99,24.95,149,241.77,11,sea,Route 4,Manufacturer 2,65046faefc13ae024dfd57d9
supplier 6,350,16.33,57,212.39,8,rail,Route 4,Manufacturer 1,65046faefc13ae024dfd57da
supplier 1,978,33.58,3,91.16,13,rail,Route 6,Manufacturer 1,65046faefc13ae024dfd57db
supplier 3,314,19.12,81,110.84,21,sea,Route 4,Manufacturer 1,65046faefc13ae024dfd57dc
supplier 1,389,7.19,33,199.57,16,sea,Route 5,Manufacturer 3,65046faefc13ae024dfd57dd
supplier 5,960,34.71,135,139.94,24,air,Route 2,Manufacturer 3,65046faefc13ae024dfd57de
supplier 1,589,24.72,163,144.07,21,sea,Route 1,Manufacturer 1,65046faefc13ae024dfd57df
supplier 1,82,33.84,180,224.65,7,rail,Route 1,Manufacturer 1,65046faefc13ae024dfd57e0
supplier 5,203,11.59,69,81.05,23,road,Route 1,Manufacturer 1,65046faefc13ae024dfd57e1
supplier 1,638,8.06,69,276.08,27,rail,Route 4,Manufacturer 1,65046faefc13ae024dfd57e2
supplier 1,879,8.33,189,143.52,20,road,Route 4,Manufacturer 1,65046faefc13ae024dfd57e3
supplier 2,658,25.27,118,218.02,25,air,Route 2,Manufacturer 3,65046faefc13ae024dfd57e4
supplier 3,785,11.01,146,250.77,4,air,Route 2,Manufacturer 2,65046faefc13ae024dfd57e5
supplier 2,796,17.18,16,129.51,28,sea,Route 5,Manufacturer 2,65046faefc13ae024dfd57e6
supplier 5,108,7.91,19,299.07,8,rail,Route 5,Manufacturer 2,65046faefc13ae024dfd57e7
supplier 5,395,11.6,165,57.37,7,sea,Route 2,Manufacturer 2,65046faefc13ae024dfd57e8
supplier 4,268,6.15,190,235.62,6,road,Route 4,Manufacturer 2,65046faefc13ae024dfd57e9
supplier 4,398,30.68,158,89.74,14,rail,Route 5,Manufacturer 1,65046faefc13ae024dfd57ea
supplier 5,561,33.28,77,154.43,10,rail,Route 6,Manufacturer 2,65046faefc13ae024dfd57eb
supplier 1,300,11.78,21,52.08,13,road,Route 1,Manufacturer 1,65046faefc13ae024dfd57ec
supplier 4,961,23.85,32,164.65,23,air,Route 1,Manufacturer 2,65046faefc13ae024dfd57ed
supplier 3,510,12.25,35,76.61,23,air,Route 4,Manufacturer 1,65046faefc13ae024dfd57ee
supplier 2,430,32.13,82,196.9,3,rail,Route 6,Manufacturer 3,65046faefc13ae024dfd57ef
supplier 2,854,23.41,120,57.33,9,air,Route 1,Manufacturer 1,65046faefc13ae024dfd57f0
supplier 6,966,31.16,37,235.81,10,sea,Route 5,Manufacturer 1,65046faefc13ae024dfd57f1
supplier 3,991,28.93,141,108.46,24,road,Route 6,Manufacturer 3,65046faefc13ae024dfd57f2
supplier 5,896,30.67,68,204.28,26,air,Route 3,Manufacturer 3,65046faefc13ae024dfd57f3
supplier 4,72,24.12,178,173.58,1,air,Route 2,Manufacturer 2,65046faefc13ae024dfd57f4
supplier 3,697,20.14,85,293.58,13,air,Route 5,Manufacturer 2,65046faefc13ae024dfd57f5
supplier 1,304,7.82,83,259.76,20,road,Route 2,Manufacturer 1,65046faefc13ae024dfd57f6
supplier 2,448,32.96,117,209.49,25,road,Route 2,Manufacturer 3,65046faefc13ae024dfd57f7
supplier 1,197,23.88,33,260.86,15,air,Route 1,Manufacturer 3,65046faefc13ae024dfd57f8
supplier 1,248,34.05,109,133.59,17,road,Route 3,Manufacturer 3,65046faefc13ae024dfd57f9
supplier 2,650,29.28,75,292.01,8,sea,Route 4,Manufacturer 2,65046faefc13ae024dfd57fa
supplier 1,576,5.61,79,103.13,13,sea,Route 5,Manufacturer 2,65046faefc13ae024dfd57fb
supplier 2,470,6.82,45,190.88,14,air,Route 2,Manufacturer 2,65046faefc13ae024dfd57fc
supplier 1,589,16.03,41,69.91,8,sea,Route 1,Manufacturer 3,65046faefc13ae024dfd57fd
supplier 4,184,13.53,141,80.85,29,sea,Route 2,Manufacturer 2,65046faefc13ae024dfd57fe
supplier 3,244,15.09,90,290.95,8,sea,Route 6,Manufacturer 3,65046faefc13ae024dfd57ff
supplier 5,342,16.14,60,135.92,8,air,Route 2,Manufacturer 2,65046faefc13ae024dfd5800
supplier 5,608,9.5,2,234.98,27,sea,Route 3,Manufacturer 1,65046faefc13ae024dfd5801
supplier 5,198,17.51,12,131.42,30,air,Route 4,Manufacturer 1,65046faefc13ae024dfd5802
supplier 3,484,7.94,50,255.57,15,rail,Route 4,Manufacturer 2,65046faefc13ae024dfd5803
supplier 6,799,18.26,70,212.66,10,rail,Route 1,Manufacturer 3,65046faefc13ae024dfd5804
supplier 6,841,9.94,125,292.02,22,rail,Route 5,Manufacturer 2,65046faefc13ae024dfd5805
supplier 3,638,20.51,200,266.16,17,sea,Route 6,Manufacturer 3,65046faefc13ae024dfd5806
supplier 2,368,26.25,16,234.83,4,rail,Route 6,Manufacturer 2,65046faefc13ae024dfd5807
supplier 5,890,15.94,85,188.73,9,air,Route 2,Manufacturer 1,65046faefc13ae024dfd5808
supplier 4,450,31.53,25,284.83,5,air,Route 5,Manufacturer 3,65046faefc13ae024dfd5809
supplier 4,613,17.51,105,77.26,1,road,Route 6,Manufacturer 3,65046faefc13ae024dfd580a
supplier 4,661,29.68,103,294.77,23,air,Route 3,Manufacturer 3,65046faefc13ae024dfd580b
supplier 5,128,5.77,45,220.55,15,road,Route 4,Manufacturer 3,65046faefc13ae024dfd580c
supplier 3,595,7.33,200,85.98,25,sea,Route 4,Manufacturer 1,65046faefc13ae024dfd580d
supplier 5,561,5.65,73,100.31,23,air,Route 6,Manufacturer 2,65046faefc13ae024dfd580e
supplier 1,836,20.32,36,220.09,27,road,Route 1,Manufacturer 3,65046faefc13ae024dfd580f
supplier 3,760,31.57,170,59.48,22,sea,Route 6,Manufacturer 1,65046faefc13ae024dfd5810
supplier 5,109,22.12,73,119.84,29,road,Route 4,Manufacturer 2,65046faefc13ae024dfd5811
supplier 2,974,25.36,167,63.86,6,rail,Route 1,Manufacturer 3,65046faefc13ae024dfd5812
supplier 1,712,6.53,197,92.19,19,road,Route 6,Manufacturer 2,65046faefc13ae024dfd5813
supplier 3,81,13.46,113,288.22,1,road,Route 4,Manufacturer 2,65046faefc13ae024dfd5814
supplier 5,185,32.34,120,116.1,13,road,Route 5,Manufacturer 3,65046faefc13ae024dfd5815
supplier 2,828,17.47,126,292.38,13,sea,Route 4,Manufacturer 1,65046faefc13ae024dfd5816
supplier 5,779,26.15,183,294.6,2,road,Route 5,Manufacturer 1,65046faefc13ae024dfd5817
supplier 5,272,22.54,148,63.54,14,air,Route 3,Manufacturer 2,65046faefc13ae024dfd5818
supplier 4,381,22.0,184,144.75,9,air,Route 5,Manufacturer 2,65046faefc13ae024dfd5819
supplier 1,276,19.09,198,199.71,25,sea,Route 6,Manufacturer 2,65046faefc13ae024dfd581a
supplier 1,312,25.22,75,57.09,27,air,Route 3,Manufacturer 2,65046faefc13ae024dfd581b
supplier 1,139,7.78,33,95.75,8,sea,Route 3,Manufacturer 3,65046faefc13ae024dfd581c
supplier 1,802,28.52,39,161.29,30,sea,Route 5,Manufacturer 3,65046faefc13ae024dfd581d
supplier 5,674,8.58,75,289.82,27,road,Route 2,Manufacturer 2,65046faefc13ae024dfd581e
supplier 1,461,7.21,172,87.03,29,road,Route 1,Manufacturer 3,65046faefc13ae024dfd581f
supplier 4,31,32.47,81,131.27,26,sea,Route 2,Manufacturer 2,65046faefc13ae024dfd5820
supplier 4,861,27.92,100,280.61,19,air,Route 3,Manufacturer 2,65046faefc13ae024dfd5821
supplier 5,171,27.34,135,290.67,13,rail,Route 2,Manufacturer 3,65046faefc13ae024dfd5822
supplier 2,623,24.13,17,228.68,24,road,Route 1,Manufacturer 2,65046faefc13ae024dfd5823
supplier 5,171,11.75,40,149.38,29,road,Route 5,Manufacturer 3,65046faefc13ae024dfd5824
supplier 4,271,34.53,199,269.24,19,rail,Route 6,Manufacturer 2,65046faefc13ae024dfd5825
supplier 5,491,10.49,150,273.78,7,sea,Route 5,Manufacturer 1,65046faefc13ae024dfd5826
supplier 2,638,8.94,150,229.23,4,road,Route 6,Manufacturer 3,65046faefc13ae024dfd5827
supplier 1,58,18.02,54,246.6,20,sea,Route 6,Manufacturer 1,65046faefc13ae024dfd5828
supplier 2,801,30.36,145,126.68,8,sea,Route 6,Manufacturer 1,65046faefc13ae024dfd5829
supplier 6,203,28.26,127,119.33,21,sea,Route 1,Manufacturer 1,65046faefc13ae024dfd582a
supplier 1,203,19.32,170,291.93,7,rail,Route 1,Manufacturer 1,65046faefc13ae024dfd582b
supplier 3,848,24.72,60,104.84,16,rail,Route 4,Manufacturer 2,65046faefc13ae024dfd582c
supplier 1,628,20.21,178,84.46,15,sea,Route 5,Manufacturer 3,65046faefc13ae024dfd582d
supplier 3,797,23.1,100,91.74,7,sea,Route 6,Manufacturer 3,65046faefc13ae024dfd582e
supplier 5,79,27.78,178,64.36,27,sea,Route 6,Manufacturer 3,65046faefc13ae024dfd582f
supplier 2,666,24.87,13,294.21,14,road,Route 2,Manufacturer 2,65046faefc13ae024dfd5830
supplier 5,644,11.39,2,286.99,20,rail,Route 6,Manufacturer 2,65046faefc13ae024dfd5831
supplier 2,680,14.01,105,235.82,14,air,Route 1,Manufacturer 3,65046faefc13ae024dfd5832
supplier 2,35,33.17,31,195.24,19,road,Route 5,Manufacturer 1,65046faefc13ae024dfd5833
supplier 4,760,12.15,157,285.12,13,air,Route 1,Manufacturer 1,65046faefc13ae024dfd5834
supplier 5,562,12.69,41,250.45,14,road,Route 3,Manufacturer 1,65046faefc13ae024dfd5835
supplier 3,885,6.83,137,117.34,27,sea,Route 6,Manufacturer 1,65046faefc13ae024dfd5836
supplier 3,501,12.36,38,174.16,15,road,Route 1,Manufacturer 3,65046faefc13ae024dfd5837
supplier 3,786,34.4,160,65.1,6,air,Route 3,Manufacturer 1,65046faefc13ae024dfd5838
supplier 3,172,13.64,50,215.64,11,air,Route 1,Manufacturer 2,65046faefc13ae024dfd5839
supplier 6,73,5.23,161,236.46,20,rail,Route 6,Manufacturer 1,65046faefc13ae024dfd583a
supplier 5,874,14.88,154,89.93,8,road,Route 1,Manufacturer 3,65046faefc13ae024dfd583b
supplier 3,816,13.82,33,172.5,28,sea,Route 4,Manufacturer 1,65046faefc13ae024dfd583c
supplier 1,211,8.45,125,76.72,3,rail,Route 4,Manufacturer 2,65046faefc13ae024dfd583d
supplier 6,953,22.39,101,187.72,12,air,Route 1,Manufacturer 3,65046faefc13ae024dfd583e
supplier 2,941,31.88,86,157.75,22,road,Route 2,Manufacturer 3,65046faefc13ae024dfd583f
supplier 5,929,10.74,199,277.48,29,rail,Route 2,Manufacturer 2,65046faefc13ae024dfd5840
supplier 1,729,27.53,108,260.36,25,road,Route 2,Manufacturer 2,65046faefc13ae024dfd5841
supplier 2,351,23.05,39,118.9,19,sea,Route 2,Manufacturer 1,65046faefc13ae024dfd5842
supplier 3,480,30.66,62,71.54,6,sea,Route 4,Manufacturer 1,65046faefc13ae024dfd5843
supplier 2,804,14.64,49,113.45,10,sea,Route 4,Manufacturer 1,65046faefc13ae024dfd5844
supplier 4,795,25.0,149,284.75,2,air,Route 5,Manufacturer 2,65046faefc13ae024dfd5845
supplier 3,197,6.61,182,159.06,29,sea,Route 4,Manufacturer 1,65046faefc13ae024dfd5846
supplier 1,870,8.9,155,141.52,17,road,Route 2,Manufacturer 3,65046faefc13ae024dfd5847
supplier 3,839,26.43,197,156.86,10,air,Route 4,Manufacturer 2,65046faefc13ae024dfd5848
supplier 3,239,17.67,95,57.84,26,rail,Route 4,Manufacturer 3,65046faefc13ae024dfd5849
supplier 3,462,21.44,123,247.61,15,road,Route 6,Manufacturer 2,65046faefc13ae024dfd584a
supplier 2,286,14.69,71,182.99,12,sea,Route 6,Manufacturer 1,65046faefc13ae024dfd584b
supplier 1,778,32.28,168,143.97,3,rail,Route 4,Manufacturer 3,65046faefc13ae024dfd584c
supplier 1,195,19.57,10,247.77,8,sea,Route 3,Manufacturer 2,65046faefc13ae024dfd584d
supplier 2,849,13.13,193,230.41,7,sea,Route 5,Manufacturer 3,65046faefc13ae024dfd584e
supplier 5,375,11.7,38,62.3,21,road,Route 5,Manufacturer 3,65046faefc13ae024dfd584f
supplier 5,109,27.85,12,68.88,26,rail,Route 1,Manufacturer 2,65046faefc13ae024dfd5850
supplier 2,706,21.87,32,189.18,23,air,Route 4,Manufacturer 2,65046faefc13ae024dfd5851
supplier 4,763,12.42,7,61.22,14,rail,Route 5,Manufacturer 3,65046faefc13ae024dfd5852
supplier 2,592,26.25,187,172.16,6,road,Route 2,Manufacturer 3,65046faefc13ae024dfd5853
supplier 3,904,9.74,191,238.26,25,rail,Route 2,Manufacturer 1,65046faefc13ae024dfd5854
supplier 5,26,27.63,130,233.91,2,air,Route 1,Manufacturer 1,65046faefc13ae024dfd5855
supplier 3,314,21.22,169,85.54,13,rail,Route 2,Manufacturer 3,65046faefc13ae024dfd5856
supplier 2,277,5.06,167,103.57,14,road,Route 2,Manufacturer 3,65046faefc13ae024dfd5857
supplier 1,310,20.19,44,266.19,14,sea,Route 5,Manufacturer 1,65046faefc13ae024dfd5858
supplier 3,832,8.76,54,161.33,14,road,Route 2,Manufacturer 2,65046faefc13ae024dfd5859
supplier 6,973,12.31,48,210.44,6,sea,Route 3,Manufacturer 3,65046faefc13ae024dfd585a
supplier 2,436,12.4,120,210.94,10,sea,Route 4,Manufacturer 2,65046faefc13ae024dfd585b
supplier 5,336,6.86,86,60.7,13,road,Route 3,Manufacturer 2,65046faefc13ae024dfd585c
supplier 6,925,20.68,191,79.61,7,air,Route 4,Manufacturer 2,65046faefc13ae024dfd585d
supplier 4,222,22.0,51,66.7,16,sea,Route 5,Manufacturer 3,65046faefc13ae024dfd585e
supplier 2,735,6.33,46,80.24,16,sea,Route 2,Manufacturer 3,65046faefc13ae024dfd585f
supplier 2,448,28.42,34,131.46,23,rail,Route 3,Manufacturer 2,65046faefc13ae024dfd5860
supplier 1,36,20.68,122,164.84,6,road,Route 6,Manufacturer 1,65046faefc13ae024dfd5861
supplier 3,93,34.91,164,273.99,12,sea,Route 4,Manufacturer 2,65046faefc13ae024dfd5862
supplier 4,695,20.6,22,181.23,19,sea,Route 6,Manufacturer 2,65046faefc13ae024dfd5863
supplier 3,500,5.07,113,177.34,11,sea,Route 5,Manufacturer 1,65046faefc13ae024dfd5864
supplier 5,748,29.5,114,298.33,20,rail,Route 5,Manufacturer 1,65046faefc13ae024dfd5865
supplier 5,352,20.8,61,243.79,3,road,Route 2,Manufacturer 3,65046faefc13ae024dfd5866
supplier 5,373,34.81,14,177.9,30,road,Route 1,Manufacturer 2,65046faefc13ae024dfd5867
supplier 5,968,5.14,147,242.11,22,air,Route 6,Manufacturer 2,65046faefc13ae024dfd5868
supplier 1,482,31.01,62,121.84,17,road,Route 4,Manufacturer 3,65046faefc13ae024dfd5869
supplier 2,22,16.01,116,245.4,24,sea,Route 5,Manufacturer 2,65046faefc13ae024dfd586a
supplier 4,430,31.28,64,256.73,7,road,Route 6,Manufacturer 2,65046faefc13ae024dfd586b
supplier 3,646,8.26,146,122.87,19,rail,Route 6,Manufacturer 2,65046faefc13ae024dfd586c
supplier 2,626,12.04,120,279.97,15,rail,Route 4,Manufacturer 3,65046faefc13ae024dfd586d
supplier 2,123,11.91,153,266.43,30,air,Route 1,Manufacturer 3,65046faefc13ae024dfd586e
supplier 5,328,25.23,49,104.83,27,air,Route 3,Manufacturer 2,65046faefc13ae024dfd586f
supplier 5,450,17.0,171,185.12,25,rail,Route 6,Manufacturer 2,65046faefc13ae024dfd5870
supplier 6,284,33.11,96,257.46,5,rail,Route 6,Manufacturer 1,65046faefc13ae024dfd5871
supplier 3,411,22.49,4,265.47,23,road,Route 2,Manufacturer 2,65046faefc13ae024dfd5872
